Idade,Curso_Tecnico,Anos_Para_Formar,Gosta_Matematica,Gosta_Programacao,Gosta_Biologia,Gosta_Fisica,Gosta_Quimica,Gosta_Arte_Design,Gosta_Comunicacao,Gosta_Negocios,Gosta_Historia,Gosta_Geografia,Graduacao_Indicada
32,Sim,7,2,2,3,5,1,2,3,4,5,3,Administração
44,Não,4,5,4,4,2,1,1,3,2,2,3,Psicologia
50,Sim,5,4,3,3,4,5,5,5,5,3,4,Direito
17,Sim,5,1,4,4,5,3,5,5,4,3,5,Medicina
47,Não,4,2,1,4,4,4,4,1,4,5,5,Odontologia
49,Não,6,5,2,3,1,2,2,2,2,5,5,Licenciatura em Matemática
49,Sim,3,1,2,1,1,2,2,1,3,2,5,Licenciatura em Geografia
34,Sim,6,3,5,2,1,5,1,2,5,2,2,Administração
39,Sim,4,2,3,3,5,5,1,5,3,1,2,Psicologia
39,Sim,7,3,5,1,3,5,2,1,5,2,4,Administração
31,Sim,6,5,3,1,4,5,1,1,2,4,5,Licenciatura em Matemática
42,Sim,5,5,3,1,4,3,3,5,3,1,1,Comunicação Social
46,Não,7,1,3,5,4,1,4,3,3,2,5,Design
41,Não,4,3,3,3,5,4,3,3,1,3,5,Psicologia
32,Não,3,4,5,3,4,4,2,1,4,5,4,Administração
30,Não,6,4,2,4,4,3,4,4,4,1,5,Medicina
33,Sim,7,3,2,3,4,4,4,1,2,5,1,Design
28,Não,7,5,5,1,5,2,4,2,3,3,5,Design
45,Sim,5,2,4,2,5,4,5,2,2,3,4,Design
48,Sim,6,3,1,2,3,1,2,1,2,3,4,Licenciatura em Geografia
40,Não,3,1,3,4,4,4,3,1,2,3,2,Odontologia
29,Sim,7,4,5,3,3,1,4,4,5,5,4,Ciência da Computação
36,Não,5,1,3,2,4,5,2,5,5,4,5,Direito
31,Não,6,2,3,3,4,3,2,4,5,3,3,Direito
20,Não,6,4,3,4,1,2,4,4,3,4,1,Direito
50,Não,3,4,5,3,1,4,5,5,3,3,4,Direito
44,Não,5,4,2,4,3,2,1,2,1,3,4,Licenciatura em Matemática
18,Sim,3,1,4,5,5,4,5,5,2,2,5,Medicina
46,Não,7,5,4,2,3,5,1,5,3,2,2,Licenciatura em Matemática
42,Sim,4,1,5,4,1,1,1,4,4,4,3,Direito
42,Sim,4,5,1,4,2,3,4,5,3,1,4,Design
36,Sim,3,3,4,4,5,3,2,4,2,4,4,Direito
44,Sim,3,4,4,4,2,2,2,1,4,5,1,Administração
36,Não,4,1,3,4,5,1,1,1,1,2,2,Educação Física
27,Sim,7,2,5,4,1,3,1,4,2,4,2,Medicina
26,Não,3,2,2,3,2,2,3,1,3,4,5,Educação Física
39,Sim,7,5,5,1,2,1,1,2,1,4,4,Licenciatura em Matemática
35,Não,7,5,5,4,4,5,2,4,3,4,4,Odontologia
34,Não,5,4,4,1,2,5,4,5,1,4,1,Direito
43,Não,7,5,3,5,4,2,4,4,3,2,4,Design
22,Não,6,2,5,5,1,5,1,1,5,3,2,Medicina
26,Não,4,1,2,2,2,4,3,3,2,1,2,Psicologia
18,Sim,4,1,3,4,4,4,2,4,5,5,1,Medicina
40,Sim,3,5,3,2,2,1,2,4,4,1,2,Administração
44,Sim,3,5,2,2,1,5,2,4,5,5,1,Direito
44,Sim,5,2,2,2,2,3,3,2,5,4,4,Administração
18,Não,5,3,2,2,2,2,3,3,1,2,5,Medicina
21,Sim,6,1,5,3,3,3,1,5,3,5,3,Direito
27,Sim,3,5,3,4,3,4,3,4,1,1,5,Medicina
26,Sim,4,4,3,3,4,5,4,5,5,1,2,Engenharia
18,Sim,6,5,1,2,2,3,2,3,1,4,1,Psicologia
31,Sim,3,5,1,4,2,2,2,5,4,1,3,Administração
23,Não,6,1,1,5,2,1,2,3,5,4,3,Administração
36,Não,7,5,5,3,2,1,3,5,2,4,5,Direito
50,Sim,7,4,5,5,3,2,5,2,2,3,4,Design
50,Não,6,4,2,4,2,4,3,4,5,4,3,Odontologia
38,Sim,3,4,5,2,4,2,1,5,5,1,1,Administração
47,Não,7,2,3,4,2,2,3,2,3,4,5,Licenciatura em História
39,Não,7,4,3,2,3,5,4,2,3,1,1,Design
35,Sim,6,1,4,5,4,3,4,2,5,4,5,Administração
20,Não,7,3,4,4,3,2,2,1,4,4,1,Administração
40,Sim,4,5,5,4,4,2,4,3,5,2,5,Administração
36,Sim,7,5,4,4,4,1,5,2,3,4,2,Design
44,Não,6,5,5,3,2,3,1,1,3,4,3,Licenciatura em Matemática
33,Não,7,4,2,1,5,1,1,5,5,4,4,Direito
35,Não,7,4,2,3,3,4,2,5,5,3,3,Direito
48,Não,5,4,4,5,4,1,2,2,5,5,4,Administração
46,Sim,6,3,5,2,4,4,1,1,2,1,2,Licenciatura em História
33,Sim,6,3,4,5,3,4,2,3,5,3,3,Medicina
45,Sim,5,3,3,4,3,3,3,5,3,3,4,Direito
22,Sim,5,3,5,1,1,4,5,5,3,2,1,Ciência da Computação
33,Sim,4,3,1,4,3,2,3,4,5,5,2,Direito
33,Sim,7,5,3,3,5,2,4,3,4,5,3,Administração
30,Não,3,5,5,2,5,1,4,5,1,1,5,Design
40,Sim,3,3,4,5,5,1,3,2,2,4,2,Educação Física
48,Sim,5,5,4,3,1,3,4,3,3,5,4,Design
30,Não,6,3,4,1,1,4,5,5,5,1,5,Administração
43,Não,6,3,5,3,1,2,2,3,1,3,3,Psicologia
35,Sim,4,3,4,3,4,1,1,2,4,5,4,Administração
47,Sim,3,5,5,1,2,5,3,2,1,1,1,Licenciatura em Matemática
25,Não,6,2,5,5,1,3,4,4,5,3,3,Medicina
33,Sim,4,2,4,2,2,4,4,3,3,3,5,Design
35,Não,4,2,2,3,2,3,3,5,1,2,1,Psicologia
20,Não,5,1,2,4,2,4,4,3,1,1,3,Medicina
27,Não,3,2,3,5,5,4,3,1,4,1,2,Medicina
38,Sim,4,2,5,5,1,3,4,5,3,2,2,Design
20,Sim,4,2,4,1,3,1,1,5,2,1,2,Educação Física
33,Não,4,4,4,5,3,1,2,4,1,1,3,Psicologia
24,Não,3,3,4,4,5,4,5,1,1,3,2,Medicina
50,Sim,5,5,2,5,4,2,4,2,1,5,3,Design
27,Sim,7,4,1,2,4,4,1,1,2,2,4,Engenharia
47,Sim,6,3,5,1,1,5,3,5,4,2,2,Administração
27,Não,3,2,3,4,3,1,4,1,5,3,4,Administração
37,Não,3,2,3,2,2,3,5,5,5,5,4,Direito
46,Não,3,4,3,1,1,4,5,5,2,4,5,Direito
26,Sim,7,5,5,1,4,1,4,2,5,4,4,Engenharia
42,Não,6,4,5,2,1,1,3,3,4,1,4,Administração
43,Não,6,4,3,5,3,4,4,4,3,4,1,Odontologia
24,Não,4,3,3,4,2,4,3,4,1,1,2,Medicina
24,Sim,4,1,4,4,2,1,3,4,2,4,1,Direito
24,Não,5,5,1,3,4,5,4,1,1,5,3,Design
50,Não,3,5,2,3,4,3,3,5,5,5,5,Direito
32,Sim,5,4,5,1,5,4,2,4,3,4,2,Direito
29,Não,3,4,1,3,3,4,3,3,1,5,4,Psicologia
39,Sim,6,2,3,4,4,2,1,5,3,2,5,Psicologia
28,Sim,5,4,3,4,3,4,3,3,3,4,1,Medicina
43,Não,6,3,3,3,5,5,2,3,3,3,3,Psicologia
38,Sim,4,2,3,3,1,5,2,5,3,1,4,Psicologia
48,Não,6,1,4,1,5,4,5,1,1,3,3,Design
43,Sim,7,3,5,4,3,3,2,2,5,5,5,Administração
18,Não,5,5,3,5,4,3,4,2,4,5,5,Medicina
49,Sim,3,5,3,4,5,4,4,3,2,2,4,Odontologia
42,Sim,6,3,5,1,2,4,3,3,4,1,2,Administração
44,Sim,5,4,2,2,3,5,2,3,3,3,5,Licenciatura em Matemática
35,Não,3,4,4,3,4,2,4,2,4,3,5,Administração
21,Não,5,4,4,2,1,4,2,3,2,1,3,Administração
49,Não,5,5,1,3,4,3,2,5,5,5,2,Direito
36,Sim,7,3,4,3,3,4,5,1,2,2,2,Design
46,Sim,6,4,1,5,2,1,4,5,2,4,3,Direito
24,Não,7,2,2,5,4,5,3,1,3,4,1,Medicina
33,Não,4,5,5,3,4,5,4,1,3,5,3,Design
17,Sim,5,3,3,4,3,2,5,3,4,1,2,Administração
19,Sim,6,3,1,1,3,3,3,2,5,3,5,Administração
42,Sim,4,3,4,1,2,4,3,1,2,1,5,Licenciatura em Geografia
47,Não,4,3,3,3,4,2,2,3,3,1,2,Psicologia
24,Sim,7,1,2,1,2,3,4,5,5,4,1,Direito
24,Não,4,2,5,1,3,5,1,5,2,3,3,Direito
44,Sim,3,1,1,4,2,1,1,5,2,3,5,Direito
20,Não,3,4,4,4,3,4,1,1,5,3,3,Medicina
32,Sim,3,1,3,3,1,3,2,4,4,1,2,Administração
29,Sim,4,1,3,1,2,3,1,4,4,4,2,Direito
36,Não,5,5,3,3,4,4,1,2,4,2,2,Administração
21,Sim,6,3,5,4,4,5,3,2,5,5,1,Ciência da Computação
36,Sim,3,1,1,1,4,2,3,3,1,1,1,Educação Física
40,Sim,3,3,5,4,4,4,1,1,4,2,5,Odontologia
50,Não,3,2,4,2,1,3,2,2,1,1,4,Licenciatura em Geografia
50,Sim,7,1,1,1,4,5,5,1,4,5,2,Administração
35,Não,7,5,2,2,2,4,2,2,4,3,5,Administração
33,Sim,3,5,2,2,3,2,5,5,3,5,5,Direito
21,Sim,3,4,5,4,3,5,3,3,1,3,3,Ciência da Computação
41,Não,7,1,5,4,3,1,1,5,4,1,2,Administração
34,Não,6,2,5,5,3,1,4,3,4,5,4,Administração
24,Não,5,3,2,1,2,2,5,4,4,2,5,Administração
43,Não,6,1,2,5,4,4,1,2,1,5,1,Odontologia
31,Não,5,4,1,3,5,5,3,3,2,4,1,Psicologia
29,Não,4,5,1,3,4,3,1,4,2,5,4,Direito
32,Sim,4,1,5,4,5,2,1,2,5,2,5,Administração
38,Sim,6,4,3,3,1,3,4,1,1,2,4,Design
36,Sim,7,2,1,2,3,1,5,4,4,3,2,Direito
29,Sim,3,3,2,3,1,4,1,3,1,2,3,Psicologia
36,Não,4,2,4,5,3,2,5,2,4,1,4,Administração
18,Sim,7,2,3,1,5,3,5,4,4,2,3,Administração
35,Sim,7,3,2,4,3,1,2,5,5,2,2,Administração
22,Sim,5,1,3,1,3,2,4,3,5,3,1,Administração
30,Não,4,3,4,4,4,3,3,5,4,4,5,Medicina
20,Não,6,4,5,3,4,4,2,5,5,3,3,Direito
38,Sim,7,2,3,3,4,2,3,5,4,2,5,Administração
50,Não,6,3,4,4,1,1,2,3,2,1,4,Psicologia
43,Sim,6,5,4,1,2,2,5,3,3,5,1,Design
23,Não,4,3,3,2,5,2,1,4,3,4,2,Direito
19,Sim,6,3,3,4,1,4,5,3,3,5,3,Medicina
49,Não,6,4,3,2,4,2,1,1,5,2,1,Administração
18,Sim,3,2,3,5,4,1,1,2,4,1,5,Administração
32,Sim,6,4,5,4,2,2,2,3,5,5,3,Administração
41,Não,3,4,2,4,1,5,5,1,2,3,2,Odontologia
31,Não,4,5,1,2,4,3,4,1,2,3,3,Design
40,Não,6,4,5,2,3,3,2,1,2,3,2,Licenciatura em Matemática
31,Não,7,4,3,3,5,5,3,5,5,5,4,Direito
47,Sim,6,5,4,1,1,2,4,4,5,5,2,Direito
30,Sim,3,1,5,3,3,4,2,2,2,4,1,Educação Física
30,Sim,7,4,1,3,1,5,3,3,1,3,2,Psicologia
22,Sim,4,3,1,2,1,5,3,5,4,3,5,Direito
30,Sim,5,4,5,4,4,3,4,2,3,3,1,Medicina
33,Sim,5,2,4,4,2,3,4,4,2,1,3,Medicina
34,Sim,3,3,4,2,3,3,2,3,3,5,2,Licenciatura em História
36,Sim,4,3,4,4,4,2,1,2,3,2,2,Educação Física
33,Não,4,1,2,1,5,3,1,4,3,5,4,Direito
32,Sim,6,2,4,5,4,5,5,3,3,5,1,Medicina
48,Não,5,2,1,4,1,1,3,1,5,3,1,Administração
25,Não,6,2,3,4,3,4,2,2,1,2,2,Medicina
43,Não,4,4,3,3,5,2,2,1,5,4,4,Administração
49,Não,3,4,1,2,4,2,3,4,3,1,5,Comunicação Social
26,Sim,3,3,4,4,1,3,3,4,3,1,5,Ciência da Computação
33,Não,7,1,3,2,5,2,5,3,3,5,2,Design
33,Sim,3,4,1,3,1,1,3,2,3,1,1,Educação Física
34,Sim,5,4,4,1,4,5,4,2,4,5,5,Administração
39,Não,7,1,2,5,4,5,1,5,4,2,4,Odontologia
50,Sim,5,2,3,1,1,2,5,5,4,5,4,Direito
24,Sim,6,3,4,5,3,3,1,3,5,1,2,Ciência da Computação
29,Não,6,4,4,1,3,2,2,2,3,5,1,Licenciatura em Biologia
39,Não,3,1,3,5,2,2,3,2,2,1,5,Educação Física
36,Sim,7,1,4,1,4,4,3,3,3,3,4,Licenciatura em Geografia
38,Sim,5,2,5,2,3,4,1,2,1,4,5,Licenciatura em História
39,Sim,5,5,5,5,1,5,5,5,4,3,2,Odontologia
19,Sim,4,5,2,2,3,3,4,2,5,2,5,Administração
50,Não,3,5,1,3,5,5,2,1,1,4,3,Licenciatura em Matemática
49,Não,6,5,5,4,5,2,1,2,1,5,3,Licenciatura em Matemática
33,Não,4,4,5,3,1,5,4,4,2,3,1,Direito
35,Não,6,1,2,3,1,4,1,4,1,1,3,Psicologia
46,Sim,6,3,5,5,4,1,3,4,1,5,4,Direito
39,Não,5,4,5,5,5,1,5,1,5,2,2,Administração
31,Sim,6,5,3,3,3,2,2,2,1,1,3,Educação Física
30,Sim,7,3,2,1,2,2,4,3,1,1,3,Design
18,Não,6,3,4,4,1,2,5,5,3,4,1,Direito
34,Sim,7,5,4,2,5,5,3,2,3,1,5,Licenciatura em Matemática
22,Sim,6,3,1,2,1,5,3,3,3,4,3,Educação Física
48,Sim,4,4,1,1,3,4,5,2,2,1,2,Design
37,Não,5,2,5,4,3,5,5,4,2,4,1,Odontologia
44,Sim,4,4,5,1,5,4,1,4,4,2,1,Administração
43,Sim,5,4,4,2,4,1,5,2,3,5,1,Design
18,Sim,4,2,2,1,4,5,4,4,3,5,4,Direito
49,Sim,3,5,3,5,2,4,2,3,3,2,3,Odontologia
32,Não,6,5,1,2,3,2,1,2,1,3,1,Licenciatura em Matemática
38,Não,6,2,5,5,1,1,4,2,2,5,2,Design
29,Sim,3,4,1,4,3,4,5,2,3,3,3,Medicina
18,Sim,3,1,4,5,5,4,3,5,3,5,3,Medicina
30,Sim,7,3,2,1,2,4,5,5,5,5,4,Direito
44,Não,4,3,4,4,4,1,4,3,4,1,3,Administração
23,Não,6,3,3,3,4,3,2,2,1,3,3,Educação Física
34,Sim,7,1,2,4,3,5,2,3,1,3,2,Medicina
20,Sim,6,4,3,3,4,1,5,5,2,4,4,Engenharia
46,Não,3,5,3,3,1,2,5,1,3,5,5,Design
40,Sim,7,2,2,4,2,1,2,3,1,4,4,Psicologia
36,Não,7,3,3,3,3,2,3,5,1,5,4,Direito
47,Sim,7,1,1,5,2,1,4,2,4,5,4,Administração
40,Sim,4,2,5,5,2,2,3,5,1,4,5,Direito
23,Sim,7,4,2,4,3,4,2,1,2,1,2,Medicina
42,Sim,6,1,4,3,4,3,4,2,1,2,3,Design
29,Não,4,1,4,1,2,5,1,5,1,4,2,Direito
24,Não,6,2,5,4,5,3,4,3,2,2,2,Medicina
21,Não,7,2,4,3,5,1,3,1,2,3,1,Educação Física
29,Sim,7,3,5,3,4,5,3,3,4,4,4,Ciência da Computação
45,Sim,6,4,1,3,5,3,4,2,4,1,1,Administração
36,Não,5,2,4,1,2,5,5,4,4,5,1,Direito
30,Não,7,3,4,5,5,4,4,2,4,5,4,Medicina
48,Sim,7,3,1,2,1,3,2,5,1,1,1,Direito
43,Não,4,2,4,1,5,5,4,1,2,4,2,Design
41,Sim,6,1,4,2,1,5,3,3,1,4,5,Licenciatura em História
20,Não,7,1,1,5,5,5,5,5,1,1,2,Medicina
37,Sim,6,1,1,3,2,5,5,1,3,4,3,Design
34,Sim,4,3,1,2,5,2,5,3,4,4,1,Administração
31,Não,6,1,4,2,5,2,1,4,3,3,2,Direito
40,Não,6,4,5,1,5,2,3,2,5,2,2,Administração
24,Sim,4,1,5,5,2,4,5,1,5,2,2,Medicina
44,Sim,7,1,2,4,4,4,5,1,2,4,1,Odontologia
37,Não,6,3,2,2,4,3,3,5,3,4,2,Direito
32,Sim,5,5,4,1,1,2,1,2,2,4,4,Licenciatura em Matemática
32,Não,7,4,4,3,5,3,5,3,2,4,3,Design
33,Sim,4,3,5,5,2,5,5,2,4,5,4,Medicina
25,Não,3,4,3,3,3,1,3,2,5,4,3,Administração
45,Sim,5,4,2,3,1,5,3,1,3,3,5,Licenciatura em Matemática
34,Sim,7,1,5,4,3,3,4,4,3,4,3,Medicina
28,Sim,4,4,4,2,2,1,1,3,1,2,3,Ciência da Computação
35,Sim,5,1,2,4,5,4,2,4,4,3,1,Odontologia
38,Sim,7,4,2,1,4,1,2,4,2,5,2,Direito
31,Sim,3,5,2,4,5,5,2,5,4,1,4,Medicina
17,Sim,7,4,4,1,2,3,2,2,5,2,1,Ciência da Computação
18,Não,3,2,5,2,2,2,2,3,1,2,5,Direito
24,Não,3,1,3,2,1,5,1,5,3,1,4,Psicologia
38,Sim,6,5,4,4,1,3,3,3,5,4,2,Administração
41,Não,4,1,2,3,2,5,3,3,2,4,5,Psicologia
18,Não,6,5,1,4,2,1,2,4,1,3,1,Direito
25,Sim,3,1,5,5,2,4,1,1,4,4,4,Medicina
25,Não,4,2,4,2,1,1,4,4,3,5,5,Direito
29,Sim,4,2,2,5,1,2,4,2,1,3,1,Design
22,Não,4,5,3,5,2,3,4,3,4,1,2,Medicina
46,Não,5,3,2,5,3,1,1,2,2,1,2,Licenciatura em Biologia
31,Não,7,1,2,3,5,3,5,3,3,1,3,Design
31,Sim,3,3,4,2,3,5,4,2,2,4,4,Design
23,Não,4,4,3,2,1,1,3,2,5,3,2,Administração
27,Sim,5,2,1,2,1,1,2,4,1,5,5,Direito
18,Sim,5,1,4,4,3,2,5,3,1,1,4,Design
26,Não,3,2,5,1,3,1,2,3,2,2,5,Licenciatura em Geografia
33,Sim,6,4,3,2,4,4,3,2,3,2,2,Licenciatura em Matemática
23,Sim,5,5,1,3,3,3,2,1,1,5,5,Educação Física
20,Não,3,1,1,3,3,5,1,2,4,5,5,Administração
47,Sim,5,1,3,1,4,4,1,2,2,5,4,Licenciatura em História
41,Não,3,1,5,4,5,4,3,1,3,5,2,Odontologia
29,Não,4,5,2,3,3,1,4,1,5,2,2,Administração
34,Sim,6,2,4,1,3,4,4,4,3,5,4,Direito
37,Não,5,5,5,3,1,5,2,2,1,2,3,Educação Física
17,Não,5,2,1,1,5,4,3,3,1,3,4,Comunicação Social
24,Sim,5,1,5,3,3,4,3,5,3,3,1,Direito
37,Sim,7,5,2,4,3,1,1,1,5,2,5,Administração
37,Sim,7,4,5,4,3,3,4,4,5,4,3,Direito
43,Sim,4,5,5,3,2,3,4,2,2,4,5,Design
35,Não,5,2,1,3,2,2,5,2,3,1,4,Design
39,Não,6,1,5,5,5,3,1,4,5,2,3,Administração
21,Não,7,2,4,2,1,4,4,4,4,3,4,Direito
24,Não,3,3,3,4,5,2,4,2,4,5,2,Administração
27,Não,3,1,1,3,4,2,2,2,2,4,5,Educação Física
32,Sim,3,4,3,2,3,1,4,3,4,3,3,Administração
40,Não,4,4,5,3,5,2,2,1,5,5,3,Administração
37,Não,5,3,2,2,3,1,4,3,3,1,2,Design
39,Não,5,2,1,2,5,5,2,3,2,2,4,Licenciatura em Geografia
24,Não,7,4,5,4,4,2,1,5,5,4,2,Direito
23,Sim,3,2,5,5,3,1,2,2,3,5,4,Educação Física
18,Sim,4,1,2,1,2,5,4,4,2,5,1,Direito
46,Sim,6,5,5,3,3,5,1,3,5,5,2,Administração
29,Não,5,1,4,2,2,1,3,2,5,1,5,Administração
39,Não,5,2,2,5,1,2,4,5,4,1,2,Administração
45,Não,4,3,1,2,2,5,4,3,3,1,4,Design
36,Sim,7,1,1,3,5,3,5,1,3,3,1,Design
49,Não,4,4,3,1,3,3,5,5,1,4,1,Direito
45,Sim,7,1,4,4,3,2,1,4,5,5,5,Direito
31,Não,5,1,4,1,5,5,3,1,1,3,5,Licenciatura em Geografia
39,Sim,7,1,1,4,3,1,2,4,2,4,4,Direito
19,Sim,7,3,5,2,4,2,5,1,3,4,2,Ciência da Computação
45,Não,7,2,4,5,3,3,3,4,1,1,1,Psicologia
24,Não,7,3,4,4,3,5,3,1,4,2,1,Medicina
38,Sim,3,4,5,2,1,3,1,4,3,5,4,Direito
45,Sim,3,2,2,3,3,4,2,2,2,2,4,Licenciatura em Geografia
18,Sim,3,4,5,3,3,4,1,1,3,1,2,Ciência da Computação
17,Sim,3,2,3,5,4,1,3,1,2,3,5,Educação Física
36,Sim,4,2,3,5,2,1,2,4,1,2,5,Psicologia
37,Não,6,1,1,3,2,1,4,1,4,2,2,Administração
24,Sim,7,1,2,3,3,5,5,2,1,5,3,Design
43,Não,4,3,4,4,2,1,2,1,3,5,3,Licenciatura em História
22,Não,3,2,1,5,1,3,5,4,4,5,4,Medicina
35,Não,7,4,1,3,1,2,4,5,3,3,5,Direito
34,Não,6,1,4,4,2,4,1,1,2,5,3,Medicina
17,Não,7,4,4,2,1,1,1,4,4,2,4,Administração
41,Sim,5,1,5,5,3,1,3,1,1,2,1,Licenciatura em Biologia
43,Não,5,2,3,5,2,2,1,5,3,4,5,Direito
23,Sim,4,4,4,3,4,2,2,1,4,2,1,Engenharia
45,Não,6,3,5,3,3,1,5,1,3,2,3,Design
47,Sim,4,3,3,3,3,2,2,2,2,2,5,Licenciatura em Geografia
35,Não,7,3,2,3,3,1,5,1,2,4,2,Design
22,Sim,6,1,2,1,2,4,4,1,4,1,5,Administração
41,Sim,4,1,2,3,4,3,5,5,3,1,4,Design
47,Sim,7,3,4,2,4,5,3,3,4,5,2,Administração
25,Não,3,4,3,3,4,2,1,1,3,5,5,Educação Física
36,Sim,7,1,3,3,2,4,2,3,2,4,1,Psicologia
26,Não,4,3,2,2,1,4,2,4,4,3,4,Direito
43,Não,6,1,1,4,3,2,1,2,5,4,3,Administração
29,Sim,6,5,3,2,3,4,4,2,5,1,4,Administração
18,Não,3,4,3,5,1,1,5,4,3,3,4,Direito
37,Não,4,2,5,2,2,5,2,3,5,4,2,Administração
49,Não,3,4,2,5,4,1,3,4,1,2,4,Psicologia
40,Não,5,2,1,1,2,2,2,2,4,5,5,Administração
50,Sim,7,3,5,2,1,1,1,2,2,5,5,Licenciatura em História
25,Não,5,1,1,4,5,2,3,4,4,3,5,Direito
18,Sim,5,3,1,1,5,2,4,4,5,2,3,Administração
46,Não,3,2,1,3,1,4,2,5,3,5,3,Direito
38,Sim,3,5,4,4,1,2,5,4,2,5,4,Direito
27,Sim,7,2,3,2,4,3,3,2,3,3,1,Comunicação Social
33,Não,3,1,3,2,3,3,2,5,1,4,4,Direito
29,Não,3,5,5,4,4,4,5,1,4,4,1,Medicina
23,Não,3,1,1,3,3,2,3,3,4,3,5,Administração
32,Não,3,5,1,3,4,5,5,5,5,5,3,Direito
49,Não,3,1,3,1,2,5,3,2,1,5,2,Licenciatura em História
17,Sim,5,2,1,4,3,5,5,4,3,1,1,Medicina
27,Sim,5,2,1,5,4,1,5,4,1,4,4,Direito
22,Sim,7,2,1,4,1,5,2,5,4,3,5,Medicina
36,Não,6,2,2,3,4,2,3,4,1,4,1,Direito
42,Não,7,5,2,3,2,4,4,4,2,5,1,Direito
28,Não,4,4,2,1,1,4,5,1,4,3,4,Administração
46,Sim,7,4,5,4,3,5,2,5,2,2,2,Odontologia
44,Não,7,3,1,2,1,1,2,2,3,4,2,Licenciatura em História
43,Sim,3,4,2,5,4,2,3,5,3,5,3,Direito
35,Sim,3,3,2,4,2,2,2,2,2,5,4,Educação Física
21,Não,3,2,4,5,4,5,1,2,3,3,4,Medicina
21,Sim,6,1,5,4,4,1,5,2,2,3,3,Design
43,Sim,3,4,2,3,5,1,3,2,5,2,3,Administração
44,Sim,4,4,2,5,2,2,1,3,3,5,2,Psicologia
42,Não,5,2,2,4,1,1,5,1,4,5,5,Administração
43,Sim,4,2,4,2,5,5,3,1,2,5,1,Licenciatura em História
37,Não,6,4,4,3,1,4,3,5,5,5,4,Direito
17,Não,3,2,5,2,1,4,4,1,1,4,1,Design
44,Sim,7,4,1,1,3,1,2,3,3,1,2,Licenciatura em Matemática
31,Não,5,1,1,1,3,4,3,1,2,2,5,Licenciatura em Geografia
33,Sim,6,1,5,1,2,4,2,3,2,5,1,Licenciatura em História
42,Não,4,3,1,3,2,5,1,1,4,1,4,Administração
36,Não,3,4,3,2,4,2,2,2,5,4,1,Administração
41,Não,6,1,1,4,2,5,4,1,2,4,3,Odontologia
29,Não,6,1,4,3,2,1,1,3,1,3,1,Psicologia
49,Não,7,5,4,4,3,1,4,3,4,3,2,Administração
41,Não,7,1,2,3,5,2,4,2,4,4,3,Administração
24,Não,7,3,4,5,3,4,1,2,2,5,4,Medicina
21,Sim,4,1,3,1,2,1,4,5,3,1,2,Design
22,Sim,7,2,3,1,4,2,5,4,4,3,2,Direito
39,Sim,6,5,3,5,4,2,2,4,3,3,1,Direito
46,Não,6,4,2,2,4,5,1,4,2,1,1,Licenciatura em Matemática
30,Sim,6,3,1,1,3,2,4,1,5,4,5,Administração
39,Não,5,1,2,1,4,5,1,1,3,4,1,Licenciatura em História
27,Não,5,4,4,2,2,3,4,2,3,2,1,Design
47,Não,4,1,3,2,3,1,2,3,4,1,4,Administração
22,Não,7,5,2,5,2,4,3,3,3,5,3,Medicina
27,Não,6,4,2,1,5,1,2,5,5,3,3,Direito
29,Não,7,2,3,5,2,1,4,4,5,1,2,Administração
28,Não,6,2,5,3,5,4,4,5,1,5,1,Direito
18,Não,5,4,3,2,5,4,4,1,3,4,3,Design
33,Sim,6,2,5,2,1,5,1,2,4,2,2,Administração
44,Não,4,3,3,1,1,4,1,5,2,4,3,Direito
44,Sim,3,5,1,4,2,5,1,1,3,4,1,Odontologia
38,Sim,6,3,5,5,5,5,3,3,2,1,3,Odontologia
23,Não,4,4,5,2,3,5,4,4,5,4,4,Direito
31,Sim,5,3,2,2,3,2,5,1,5,3,2,Administração
48,Não,5,5,5,1,4,1,1,2,5,1,3,Administração
27,Sim,3,5,4,1,4,1,1,3,1,4,3,Engenharia
40,Não,7,4,2,4,3,2,4,3,4,3,2,Administração
19,Sim,7,3,2,3,1,4,3,4,1,1,4,Educação Física
46,Não,6,5,1,3,5,5,5,5,2,3,5,Direito
22,Sim,5,4,2,1,2,2,1,2,5,2,2,Administração
18,Não,4,5,2,4,3,5,2,2,5,1,2,Medicina
30,Não,3,1,4,1,3,3,5,5,1,1,3,Design
34,Sim,7,1,2,3,1,1,5,3,3,2,4,Design
47,Sim,6,5,5,5,4,1,5,1,2,2,4,Design
29,Sim,6,4,1,2,5,1,5,5,1,2,2,Engenharia
42,Sim,5,1,4,2,2,5,5,5,1,3,5,Direito
28,Não,4,5,3,4,1,4,4,2,3,3,5,Medicina
34,Sim,4,2,3,3,4,1,5,3,5,1,2,Administração
25,Sim,7,3,3,4,2,1,5,4,3,2,1,Design
37,Não,6,5,4,4,2,5,2,1,4,5,3,Odontologia
40,Não,5,1,3,4,1,4,3,2,1,4,2,Odontologia
50,Não,4,5,5,2,2,1,3,5,2,3,4,Direito
24,Sim,6,4,3,4,4,5,1,4,3,5,2,Engenharia
49,Sim,4,1,3,3,3,1,1,5,2,4,2,Direito
39,Sim,3,4,1,3,4,2,4,3,2,1,1,Design
29,Sim,4,4,3,5,1,2,5,1,4,5,1,Administração
30,Não,4,4,3,3,2,1,3,2,3,4,4,Educação Física
30,Sim,6,5,2,2,3,5,1,1,2,3,1,Licenciatura em Geografia
